ASSUNTO e PALAVRAS CHAVES;SUBTEMA;NORMAS e DOCUMENTOS;URL;DESCRIÇÃO - ASSUNTO;VIGÊNCIA;DATA INICIO;DATA FIM;NORMA ATUAL;NÍVEL DE ACESSO
Doenças ou Lesões Preexistentes (DLP) - Cobertura Parcial Temporária (CPT) - Declaração de Saúde (DS) - Carta de Orientação ao Beneficiário - Processo administrativo para comprovação do conhecimento prévio de doença ou lesão preexistente pelo beneficiário de plano privado de assistência à saúde.;DLP;RESOLUÇÃO NORMATIVA Nº 162, DE 17 DE OUTUBRO DE 2007;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=MTIyMw==;"Estabelece a obrigatoriedade da Carta de Orientação ao Beneficiário; dispõe sobre Doenças ou Lesões Preexistentes (DLP); Cobertura Parcial Temporária (CPT); Declaração de Saúde e sobre o processo administrativo para comprovação do conhecimento prévio de DLP pelo beneficiário de plano privado de assistência à saúde no âmbito da Agência Nacional de Saúde Suplementar; revoga as Resoluções CONSU nº 2, de 4 de novembro de 1998, CONSU nº 17 de 23 de março de 1999, artigos 2° e 4° da Resolução CONSU nº 15 de 23 de março de 1999, a Resolução Normativa 20 de 12 de dezembro de 2002 e a Resolução Normativa RN nº 55, de 2 de novembro de 2003 e altera a Resolução Normativa - RN nº 124, de 30 de março de 2006";18/10/2007 a 31/01/2023 - Revogada pela RN Nº 558/2022;18/10/2007;31/01/2023;RN Nº 558/2022;Público 
Prazos Máximos de atendimento, indisponibilidade, inexistência de rede, reembolso integral, garantia de transporte, região de atendimento, município limítrofe;Prazos Máximos para Atendimento / Rede;RESOLUÇÃO NORMATIVA Nº 259, DE 17 DE JUNHO DE 2011;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=MTc1OA==;Dispõe sobre a garantia de atendimento dos beneficiários de plano privado de assistência à saúde e altera a Instrução Normativa – IN nº 23, de 1º de dezembro de 2009, da Diretoria de Normas e Habilitação dos Produtos – DIPRO.;19/12/2011 a 31/01/2023 Revogada pela RN 566/22;FORMATO DESCONHECIDO;;;Público 
Prazos Máximos de atendimento, indisponibilidade, inexistência de rede, reembolso integral, garantia de transporte, região de atendimento, município limítrofe;Prazos Máximos para Atendimento / Rede;RESOLUÇÃO NORMATIVA Nº 566, DE 29 DE DEZEMBRO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDM0MQ==;Dispõe sobre a garantia de atendimento dos beneficiários de plano privado de assistência à saúde;"01/02/2023

 ";01/02/2023;;;Público 
Regiões de Saúde, Garantia de atendimento, Indisponibilidade, Inexistência;Prazos Máximos para Atendimento / Rede;INSTRUÇÃO NORMATIVA Nº 16, DE 31 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDE4OA==;Regulamenta o conceito de Região de Saúde previsto no inciso V do §1º do artigo 1º da Resolução Normativa nº 259, de 17 de junho de 2011, que dispõe sobre a garantia de atendimento dos beneficiários de plano privado de assistência à saúde. As Regiões de Saúde dispostas nesta Instrução Normativa coincidem com as Regionais de Saúde instituídas por cada Unidade Federativa, no âmbito da aplicação do Decreto nº 7.508, de 28 de junho de 2011.;31/03/2022;31/03/2022;;;Público 
Anexo da IN 16/22, regiões de saúde, garantia de atendimento, indisponibilidade, inexistência de rede;Prazos Máximos para Atendimento / Rede;REGIÕES DE SAÚDE PREVISTAS NA RN Nº 259, DE 2011;https://www.ans.gov.br/images/stories/Legislacao/in/IN_16_-_ANEXO.pdf;Regiões de saúde previstas na RN nº 566/22;31/03/2022;31/03/2022;;;Público 
Registro, Cancelamento, Suspensão de produtos, DIPRO;Rede;INSTRUÇÃO NORMATIVA Nº 28, DE 16 DE DEZEMBRO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDMyNQ==;"A presente Instrução Normativa tem por objeto estabelecer normas sobre os procedimentos para concessão, manutenção e cancelamento dos registros dos produtos junto à ANS.
 ";01/02/2023;01/02/2023;;;Público 
Reembolso;Reembolso;ENTENDIMENTO DIFIS Nº 08;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/pareceres-economico-financeiros/ENTENDIMENTO_DIFIS_N_08__DE_21_DE_FEVEREIRO_DE_2017.pdf;Uniformiza entendimento sobre os fundamentos, espécies, características e os elementos do instituto do reembolso, bem como o correto enquadramento das condutas infrativas decorrentes do tema.;21/02/2017;21/02/2017;;;Público 
Divergência técnico-assistencial, Autorização prévia, Junta médica ou odontológica ;Regras para Acesso aos Atendimentos;RESOLUÇÃO NORMATIVA  Nº 424, DE 26 DE JUNHO DE 2017;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=MzQzOQ==;Dispõe sobre critérios para a realização de junta médica ou odontológica formada para dirimir divergência técnico-assistencial sobre procedimento ou evento em saúde a ser coberto pelas operadoras de planos de assistência à saúde.;24/09/2017;24/09/2017;;;Público 
Anexo I da RN 424-17,Junta médica ou odontológica;Regras para Acesso aos Atendimentos;Formulário  - DIVERGÊNCIA ASSISTENCIAL E COMPOSIÇÃO DE JUNTA MÉDICA OU ODONTOLÓGICA _Anexo I RN 424-17;http://www.ans.gov.br/images/Anexo_I.pdf;Sugere os modelos de notificação ao beneficiário e ao profissional assistente quando da instauração de juntas médicas ou odontológicas.;24/09/2017;24/09/2017;;;Público 
Anexo II da RN 424-17, Junta médica ou odontológica;Regras para Acesso aos Atendimentos;Formulário  - Dados Relacionados a  JUNTA MÉDICA OU ODONTOLÓGICA _Anexo II RN 424-17;https://www.ans.gov.br/images/Anexo_II.pdf;Sugere o modelo de como as operadoras deverão registrar, armazenar e disponibilizar à ANS, quando requisitadas, as informações e os dados relacionados às juntas médicas ou odontológicas realizadas.;24/09/2017;24/09/2017;;;Público 
Junta médica e odontológica, FAQ, Perguntas e Respostas;Regras para Acesso aos Atendimentos;FAQ Junta Médica ;http://www.ans.gov.br/images/faq_junta_medica_2021-v2.pdf;"Perguntas e respostas sobre Junta Médica e Odontológica
";22/02/2021;22/02/2021;;;publico
Mecanismos de regulação;Regras para Acesso aos Atendimentos;RESOLUÇÃO DO CONSELHO DE SAÚDE SUPLEMENTAR – CONSU N° 08 DE 3 DE NOVEMBRO DE 1998;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=MzA3;Dispõe sobre mecanismos de regulação nos Planos e Seguros Privados de Assistência à Saúde.;04/11/1998;04/11/1998;;;Público 
Protocolo, Atendimento presencial,atendimento telefônico ;Regras para Acesso aos Atendimentos;RESOLUÇÃO NORMATIVA  Nº 395, DE 14 DE JANEIRO DE 2016;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=MzE2OA==;Dispõe sobre as regras a serem observadas pelas Operadoras de Planos Privados de Assistência à Saúde nas solicitações de procedimentos e/ou serviços de cobertura assistencial apresentados pelos beneficiários, em qualquer modalidade de contratação.;"14/05/2016

 ";14/05/2016;;;Público 
Anexo da IN 28/22, características gerais de contratos/regulamentos, mecanismos de regulação;Regras para Acesso aos Atendimentos / Reembolso;MANUAL DE ELABORAÇÃO DOS CONTRATOS DE PLANOS DE SAÚDE;https://www.ans.gov.br/images/stories/Legislacao/rn/Anexo_IN_28.pdf;O contrato, regulamento ou outro documento que formalize a relação da Operadora com beneficiários de Plano de Saúde deve conter dispositivos sobre os temas  relacionados neste manual, sempre que couber.;01/02/2023;01/02/2023;;;Público 
Notificação eletrônica  de junta médica - Ciência prévia ao beneficiário da utilização deste meio;Regras para Acesso aos Atendimentos / Reembolso;RESOLUÇÃO NORMATIVA Nº 593, DE 19 DE DEZEMBRO DE 2023;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDQ2Nw==;Dispõe sobre a notificação por inadimplência à pessoa natural contratante de plano privado de assistência à saúde e ao beneficiário que paga a mensalidade do plano coletivo diretamente à operadora, e cancela a Súmula Normativa nº 28, de 30 de novembro de 2015.;01/04/2024;01/04/2024;;;Público 
Lei 9656, planos de saúde;Rol e Coberturas;LEI Nº 9.656, DE 3 DE JUNHO DE 1998;http://www.planalto.gov.br/ccivil_03/leis/L9656compilado.htm;Dispõe sobre os planos e seguros privados de assistência à saúde. Submetem-se às disposições desta Lei as pessoas jurídicas de direito privado que operam planos de assistência à saúde, sem prejuízo do cumprimento da legislação específica que rege a sua atividade e, simultaneamente, das disposições da Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor);02/01/1999;02/01/1999;;;Público 
Cobertura Assistencial Obrigatória, Rol de Procedimentos e Eventos em Saúde, Diretrizes de Utilização – DUT;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 465 DE 24 DE FEVEREIRO DE 2021;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDAzMw==;"Atualiza o Rol de Procedimentos e Eventos em Saúde que estabelece a cobertura assistencial obrigatória a ser garantida nos planos privados de assistência à saúde contratados a partir de 1º de janeiro de 1999 e naqueles adaptados conforme previsto no artigo 35 da Lei n.º 9.656, de 3 de junho de 1998; fixa as diretrizes de atenção à saúde; e revoga a Resolução Normativa – RN nº 428, de 7 de novembro de 2017, a Resolução Normativa – RN n.º 453, de 12 de março de 2020, a Resolução Normativa – RN n.º 457, de 28 de maio de 2020 e a RN n.º 460, de 13 de agosto de 2020.";01/04/2021;01/04/2021;;;Público 
Anexo I da RN 465-21, Rol de procedimentos e eventos em saúde;Rol e Coberturas;ROL DE PROCEDIMENTOS E EVENTOS EM SAÚDE;https://www.gov.br/ans/pt-br/acesso-a-informacao/participacao-da-sociedade/atualizacao-do-rol-de-procedimentos;Lista os procedimentos e eventos de cobertura obrigatória, de acordo com a segmentação contratada;01/04/2021;01/04/2021;;;Público 
Anexo II da RN 465-21, Diretriz de Utilização;Rol e Coberturas;DIRETRIZES DE UTILIZAÇÃO PARA COBERTURA DE PROCEDIMENTOS NA SAÚDE SUPLEMENTAR;https://www.gov.br/ans/pt-br/acesso-a-informacao/participacao-da-sociedade/atualizacao-do-rol-de-procedimentos;Estabelecem os critérios a serem observados para que sejam asseguradas as coberturas de alguns procedimentos e eventos especificamente indicados no Anexo I;01/04/2021;01/04/2021;;;Público 
Abordagens, técnicas e métodos específicos, CID F84, TEA, TGD, terapias, Transtorno do Espectro Autista;Rol e Coberturas;COMUNICADO Nº 95, DE 23 DE JUNHO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDI2MQ==;Comunica para todas as operadoras de planos de saúde que por determinação judicial ou por mera liberalidade, dentre outras hipóteses, já estiverem atendendo aos beneficiários portadores de transtorno do espectro autista e todos os beneficiários diagnosticados com CIDs que se referem aos Transtornos Globais do Desenvolvimento (CID-10 - F84) em determinada técnica/método/abordagem indicado pelo médico assistente, reconhecidos nacionalmente, tal como a ABA (Análise Aplicada do Comportamento), não poderão suspender o tratamento, sob pena de vir a configurar negativa de cobertura.;23/06/2022;23/06/2022;;;Público 
Telessaúde, Coronavírus, teleatendimento, COVID-19.;Rol e Coberturas;COMUNICADO Nº 98, DE 15 DE DEZEMBRO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDMyMg==;Esclarecimentos quanto à continuidade do uso da telessaúde no âmbito da saúde suplementar.;16/12/2022;16/12/2022;;;Público 
OPME Não Implantáveis;Rol e Coberturas;LISTA DE ÓRTESES E PRÓTESES IMPLAMTÁVEIS  ;https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/materiais_implantaveis.pdf;Classificação de órteses e próteses implantáveis;;;;;Público 
OPME Implantáveis ;Rol e Coberturas;LISTA DE ÓRTESES E PRÓTESES NÃO IMPLANTÁVEIS;https://www.gov.br/ans/pt-br/arquivos/assuntos/consumidor/o-que-seu-plano-deve-cobrir/materiais_nao_implantaveis.pdf;Classificação de órteses e próteses não implantáveis;;;;;Público 
Transtorno do Espectro Autista, Portadores de transtornos globais do desenvolvimento - Equoterapia - Hidroterapia - Terapia aquática - Pilates - Reeducação Postural Global (RPG) - Acompanhamento Terapêutico (AT);Rol e Coberturas;PARECER TÉCNICO N.º 25-GCITS-GGRAS-DIPRO-2022;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2022/parecer_tecnico_no_25_2021_pilates_rpg_hidroterapia_equoterapia_e_outros_rn_539.pdf;COBERTURA: EQUOTERAPIA, HIDROTERAPIA, TERAPIAS COM EMPREGO DE VESTES ESPECIAIS - SUITS, PILATES, REEDUCAÇÃO POSTURAL GLOBAL (RPG) e ACOMPANHANTE TERAPÊUTICO;19/08/2022;19/08/2022;;;Público 
ABORDAGENS, TÉCNICAS E MÉTODOS USADOS NO TRATAMENTO DOS TRANSTORNOS GLOBAIS DO DESENVOLVIMENTO, INCLUINDO O TRANSTORNO DO ESPECTRO AUTISTA, profissional habilitado, estabelecimento de saúde;Rol e Coberturas;PARECER TÉCNICO N.º 39-GCITS-GGRAS-DIPRO-2022;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2022/PARECER_TCNICO_N_39_2022_TERAPIAS_E_MTODOS__TRANSTORNO_DO_ESPECTRO_AUTISTA_RN_539.2022_RN_541.2022.pdf;"A operadora está obrigada a disponibilizar atendimento com 
profissionais de saúde aptos a executar o método ou técnica indicados pelo médico 
assistente para tratamento/manejo dos beneficiários portadores de transtornos 
globais do desenvolvimento, nos termos do §4º do art. 6º da RN n.º 465/2022, e 
observando as regras de garantia de atendimento previstas na RN n.º 259/2011.";19/08/2022;19/08/2022;;;Público 
COBERTURA: MEDICAMENTO NUSINERSENA (SPINRAZA®);Rol e Coberturas;PARECER TÉCNICO Nº 01-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_01_2021_medicamento_nusinersena__spinraza__.pdf;Nusinersena é de cobertura obrigatória pelas operadoras de planos de saúde quando prescrito pelo médico assistente para administração em internação hospitalar, nos planos de segmentação hospitalar (com ou sem obstetrícia) e nos planos referência.;01/04/2021;01/04/2021;;;Público 
COBERTURA: ANGIOTOMOGRAFIA CORONARIANA;Rol e Coberturas;PARECER TÉCNICO Nº 02-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_02_2021_angiotomografia_coronariana.pdf;O procedimento ANGIOTOMOGRAFIA CORONARIANA consta listado no Anexo I da RN nº 465/2021, e, portanto, deve ser obrigatoriamente coberto por planos de segmentação ambulatorial e/ou hospitalar (com ou sem obstetrícia) e por planos referência. Para tanto, devem ser observadas as condições estipuladas na respectiva Diretriz de Utilização – DUT, que se encontra descrita no item 3, do Anexo II, da mesma norma.;01/04/2021;01/04/2021;;;Público 
COBERTURA: ANTIGENEMIA PARA CITOMEGALOVÍRUS;Rol e Coberturas;PARECER TÉCNICO Nº 03-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_03_2021_antigenemia_para_citomegalovirus.pdf;O procedimento ANTIGENEMIA PARA CITOMEGALOVÍRUS para outras indicações clínicas não possui cobertura obrigatória, uma vez que não se encontra listado de forma específica no Anexo I da RN n.º 465/2021;01/04/2021;01/04/2021;;;Público 
COBERTURA: APLICAÇÃO DE PLASMA RICO EM PLAQUETAS;Rol e Coberturas;PARECER TÉCNICO Nº 04-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_04_2021_aplicacao_de_plasma_rico_em_plaquetas.pdf;O procedimento APLICAÇÃO DE PLASMA RICO EM PLAQUETAS não se encontra listado no Anexo I da RN n.º 465/2021 e, portanto, não possui cobertura em caráter obrigatório.;01/04/2021;01/04/2021;;;Público 
COBERTURA: ATENÇÃO DOMICILIAR (HOME CARE, ASSISTÊNCIA DOMICILIAR, INTERNAÇÃO DOMICILIAR, ASSISTÊNCIA FARMACÊUTICA DOMICILIAR);Rol e Coberturas;PARECER TÉCNICO Nº 05-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_05_2021_atencao_domiciliar_-_home_care.pdf;A RN n.º 465/20121  não prevê cobertura obrigatória para procedimentos executados em domicílio. Todavia, nos termos do art. 2º da resolução normativa em questão, as operadoras de planos de saúde poderão oferecer, por sua iniciativa ou mediante expressa previsão no instrumento contratual, cobertura maior do que a obrigatória delineada pelo Rol da ANS. ;01/04/2021;01/04/2021;;;Público 
COBERTURA: ATENDIMENTO AMBULATORIAL EM PUERICULTURA;Rol e Coberturas;PARECER TÉCNICO Nº 06-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_06_2021_atendimento_ambulatorial_em_puericultura.pdf;"Dito isto, informamos que o atendimento ambulatorial em puericultura está 
previsto no rol por meio do procedimento denominado CONSULTA MÉDICA, que tem 
cobertura obrigatória em quantidade ilimitada, para todas as especialidades médicas reconhecidas pelo CFM, o que inclui a Pediatria, de acordo com o disposto no inciso I,
do art. 12, da Lei n.º 9656/1998. O atendimento em puericultura consta ainda no Anexo III da RN n.º 465/2021, 
que estabelece os critérios a serem seguidos.";01/04/2021;01/04/2021;;;Público 
COBERTURA: CIFOPLASTIA;Rol e Coberturas;PARECER TÉCNICO Nº 07-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_07_2021_cifoplastia.pdf;No ciclo de atualização do Rol de Procedimentos e Eventos em Saúde da RN nº 465/2021, a proposta de inclusão do procedimento OSTEOPLASTIA VERTEBRAL POR CIFOPLASTIA foi considerada inelegível por não atender aos requisitos de informação estabelecidos nos incisos XII e XIII, do art. 9º, da RN n.º 439/2018.;01/04/2021;01/04/2021;;;Público 
COBERTURA: CONSULTA/AVALIAÇÃO COM FISIOTERAPEUTA, CONSULTA/AVALIAÇÃO COM PSICÓLOGO, CONSULTA/AVALIAÇÃO COM FONOAUDIÓLOGO, CONSULTA/AVALIAÇÃO COM TERAPEUTA OCUPACIONAL, SESSÃO COM PSICÓLOGO, SESSÃO COM FONOAUDIÓLOGO, SESSÃO COM TERAPEUTA OCUPACIONAL, SESSÃO COM FISIOTERAPEUTA.;Rol e Coberturas;PARECER TÉCNICO Nº 08-GCITS-GGRAS-DIPRO-2022;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/PARECER_TCNICO_N_08_2022_CONSULTASESSO_COM_PSICLOGOTERAPEUTA_OCUPACIONAL.pdf;" Com a publicação, em 13/7/2022, da RN n.º 
541/2022, foram excluídas as Diretrizes de Utilização – DUT dos procedimentos de 
CONSULTAS/AVALIAÇÕES e SESSÕES com psicólogos, fonoaudiólogos, terapeutas 
ocupacionais e fisioterapeutas.";25/10/2022;25/10/2022;;;Público 
COBERTURA: CRIOABLAÇÃO TUMORAL;Rol e Coberturas;PARECER TÉCNICO Nº 09-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_09_2021_crioablacao_tumoral.pdf;A CRIOABLAÇÃO TUMORAL para outro local do corpo ou outra indicação não descrita na DUT n.º 1 não possui cobertura em caráter obrigatório, por não constar no rol de procedimentos e eventos em saúde vigente.;01/04/2021;01/04/2021;;;Público 
ABDOMINOPLASTIA, Dermolipectomia;Rol e Coberturas;PARECER TÉCNICO Nº 10-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_10_2021_abdominoplastia.pdf;O procedimento ABDOMINOPLASTIA, previsto no rol de procedimento e eventos em saúde disposto na RN n.º 465/2021 substituiu o procedimento DERMOLIPECTOMIA, anteriormente previsto na RN n.º 428/2017.;01/04/2021;01/04/2021;;;Público 
COBERTURA: ESTUDO ULTRASSONOGRÁFICO INTRAVASCULAR (INCLUI ULTRASSONOGRAFIA INTRACORONARIANA);Rol e Coberturas;PARECER TÉCNICO Nº 11-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_11_2021_estudo_ultrassonografico_intravascular.pdf;O procedimento ESTUDO ULTRASSONOGRÁFICO INTRAVASCULAR consta listado no Anexo I da RN n.º 465/2021, e deve ser obrigatoriamente coberto por planos de segmentação hospitalar (com ou sem obstetrícia) e por planos-referência, conforme indicação do médico assistente.;01/04/2021;01/04/2021;;;Público 
COBERTURA: GASTROPLASTIA (CIRURGIA BARIÁTRICA) POR VIDEOLAPAROSCOPIA OU VIA LAPAROTÔMICA ;Rol e Coberturas;PARECER TÉCNICO Nº 12-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_12_2021_gastroplastia__cirurgia_bariatrica_.pdf;O procedimento GASTROPLASTIA (CIRURGIA BARIÁTRICA) POR VIDEOLAPAROSCOPIA OU VIA LAPAROTÔMICA consta listado no Anexo I da RN nº 465/2021, e deve ser  obrigatoriamente coberto por planos de segmentação hospitalar (com ou sem obstetrícia) e por planos-referência. Para tanto, devem ser observadas as condições estipuladas em sua Diretriz de Utilização – DUT, que se encontra descrita no item 27, do Anexo II, da mesma norma.;01/04/2021;01/04/2021;;;Público 
COBERTURA: IMPLANTAÇÃO DE PRÓTESE PENIANA (EXCLUI PRÓTESES INFLÁVEIS);Rol e Coberturas;PARECER TÉCNICO Nº 14-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_14_2021_implantacao_de_protese_peniana_inflavel.pdf;Houve consenso do grupo técnico quanto à recomendação de não incorporação do procedimento de implantação de prótese peniana inflável, tendo em vista a insuficiência de evidências científicas comparativas das próteses penianas infláveis e semirrígidas e a existência no Rol do implante da prótese semirrígida, garantindo que os pacientes não estejam desassistidos.;01/04/2021;01/04/2021;;;Público 
COBERTURA: IMPLANTE COCLEAR, manutenção, conserto;Rol e Coberturas;PARECER TÉCNICO Nº 15-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_15_2021_implante_coclear.pdf;"O procedimento IMPLANTE COCLEAR, unilateral ou bilateral, incluindo a prótese externa ligada ao ato cirúrgico, consta listado no Anexo I da RN n.º 465/2021, e deve ser
obrigatoriamente coberto por planos de segmentação hospitalar (com ou sem obstetrícia) e por planos-referência, observadas as condições estipuladas na respectiva
Diretriz de Utilização – DUT, que se encontra descrita no item 33, do Anexo II, da mesma norma.Cabe ainda destacar que é obrigatória a cobertura de todos os procedimentos 
relacionados ao acompanhamento do tratamento e ao bom funcionamento do implante 
coclear.";01/04/2021;01/04/2021;;;Público 
COBERTURA: IMPLANTE DE CATETER TENCKHOFF PELA TÉCNICA DE VIDEOLAPAROSCOPIA;Rol e Coberturas;PARECER TÉCNICO Nº 16-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_16_2021_implante_de_cateter_tenckhoff_por_videolaparoscopia.pdf;O procedimento implante de cateter tenckhoff pela técnica de videolaparoscopia não possui cobertura em caráter obrigatório, uma vez que, conforme determina o artigo 12, da RN n.º 465/2021, os procedimentos realizados por escopias e outras técnicas minimamente invasivas somente terão cobertura assegurada quando assim especificados no Anexo I daquela resolução normativa.;01/04/2021;01/04/2021;;;Público 
COBERTURA: LASER EM OFTALMOLOGIA;Rol e Coberturas;PARECER TÉCNICO Nº 17/GEAS/GGRAS/DIPRO/2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_17_2021_laser_em_oftalmologia.pdf;Nos procedimentos constantes no Rol realizados por técnica a laser, cabe ao profissional assistente a eleição do tipo emissor-amplificador de laser apropriado, conforme especifica a técnica terapêutica a ser aplicada a cada caso, desde que estejam regularizados e/ou registrados e suas indicações constem da bula/manual perante a ANVISA ou disponibilizado pelo fabricante, cumprindo o 8º, inciso III, da RN n.º 465/2021, exceto no casos em que a terminologia do procedimento descreva a tipologia do laser empregada, como, por exemplo, nos procedimentos capsulotomia YAG e remoção de pigmentos da lente intraocular com YAG Laser, constantes no Rol de Procedimentos, Terminologia de Procedimentos (tabela 22 – TUSS) e Classificação Brasileira Hierarquizada de Procedimentos Médicos (CBHPM).;01/04/2021;01/04/2021;;;Público 
COBERTURA: LENTE INTRAOCULAR – CATARATA;Rol e Coberturas;PARECER TÉCNICO Nº 18-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_18_2021_lente_intraocular_-_catarata.pdf;"O procedimento FACECTOMIA COM LENTE INTRAOCULAR COM OU SEM FACOEMULSIFICAÇÃO consta listado no Anexo I da RN n.º 465/2021, e deve ser obrigatoriamente coberto por planos de segmentação ambulatorial e/ou hospitalar (com ou sem obstetrícia) e por planos-referência, conforme indicação do médico assistente Cabe destacar que os tratamentos estritos do astigmatismo, miopia, 
hipermetropia, presbiopia e ceratocone por meio de implante de lentes intraoculares 
não constam no Rol vigente, portanto, não possuem cobertura obrigatória. No entanto, 
lentes intraoculares indicadas para o tratamento da catarata, mas que também tenham 
como indicação outras doenças oculares poderão ser utilizadas no procedimento 
FACECTOMIA COM LENTE INTRAOCULAR COM OU SEM FACOEMULSIFICAÇÃO";01/04/2021;01/04/2021;;;Público 
O COBERTURA: MAMA E SISTEMA LINFÁTICO (MASTECTOMIA / MASTOPLASTIA);Rol e Coberturas;PARECER TÉCNICO Nº 19-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_19_2021_mama_e_sistema_linfatico_mastectomia__mastoplastia.pdf;"Procedimento MASTECTOMIA consta listado no Anexo I da RN n.º 465/2021, e deve ser obrigatoriamente coberto pelos planos novos e pelos planos antigos adaptados. As modalidades de plásticas mamárias, associadas ou não ao uso de próteses 
e/ou expansores para reconstrução mamária, contidas no referido Rol, terão sua 
cobertura obrigatória pelos citados planos de saúde, quando indicadas pelo médico 
assistente, para beneficiários com:1) diagnóstico de câncer de mama; 2)probabilidade de desenvolver câncer de mama de acordo com exame genético; 3) lesões traumáticas e tumores em geral (quando a sua retirada, mesmo em caráter investigativo, mutila a mama)";01/04/2021;01/04/2021;;;Público 
